id,username,created_at,lng,lat,text
1517585895691415552,Stuckmonster64,Fri Apr 22 19:27:27 +0000 2022,-122.64127250000001,48.3421785,@navychick1993 Morning Slick!
1517585911558541312,sonyawh55919237,Fri Apr 22 19:27:31 +0000 2022,-123.42868250000001,48.1128715,@PamBabcockTruth Hell yeah!!!
1517585928570621952,PatrickChiotti,Fri Apr 22 19:27:35 +0000 2022,-122.6165965,45.3923145,Yeah this would be a disappointing class for Denver…
1517585929917009920,PatrickChiotti,Fri Apr 22 19:27:35 +0000 2022,-122.6165965,45.3923145,"64 - Greg Dulcich, TE UCLAI get the idea here, but if Denver is spending the 64th pick on a TE, can we please use… https://t.co/W6QQI3FG2s"
1517585930785239042,PatrickChiotti,Fri Apr 22 19:27:35 +0000 2022,-122.6165965,45.3923145,"75 - Troy Andersen, LB Montana StateLike this one. Dudes a stud.96 - Ty Chandler, RB North CarolinaNot a fan… https://t.co/8BKnxBwIrU"
1517585931225735169,LeeBones17,Fri Apr 22 19:27:36 +0000 2022,-123.8365685,45.462742500000004,@Brandon_Haye Really hot 🔥 looking man
1517585931699589120,PatrickChiotti,Fri Apr 22 19:27:36 +0000 2022,-122.6165965,45.3923145,"116 - Akayleb Evans, CB MissouriDon’t mind this one either, good value on the pick152 - De’Shaan Dixon, EDGE No… https://t.co/9mY4TuK3Rk"
1517585932647510016,PatrickChiotti,Fri Apr 22 19:27:36 +0000 2022,-122.6165965,45.3923145,"206 - Micah McFadden, LB IndianaST depth? Waletzko taken 6 picks later, Bo Melton taken 10 picks later and alread… https://t.co/TzzEMqznqy"
1517585933570232321,PatrickChiotti,Fri Apr 22 19:27:36 +0000 2022,-122.6165965,45.3923145,"234 - Reed Blankenship, S Mid Tennessee StateI like Blankenship as a ST/Dime guy"
1517585934602039297,thomsen_kirk,Fri Apr 22 19:27:36 +0000 2022,-122.149768,47.5978565,@marshallpruett Times like this... https://t.co/6C17auDv1v
1517585957062545408,Stu_QPR,Fri Apr 22 19:27:42 +0000 2022,-123.123581,49.257639,"@WizardRheon @UberFacts For a brief period, yeah. The game is in an amazing state now. Best it’s been for years"
1517585965706924033,jonk,Fri Apr 22 19:27:44 +0000 2022,-122.630908,45.536402,Doorbell notification: “Motion detected” — I thought it was UPS but nope! (I mucked up taking a video so all you ge… https://t.co/H6jNPDXfzg
1517585992336609280,devilstumor,Fri Apr 22 19:27:50 +0000 2022,-122.3306025,47.614817,@MountVapeHelens OH LMAO I didn’t see the year
1517586058162102280,ResRealtyNW,Fri Apr 22 19:28:06 +0000 2022,-122.515,45.4401,Sally Mehalovich would love to show you the #listing at 14483 SE ALTA VISTA DR #HappyValley #OR  #realestate… https://t.co/dwJs2grLL8
1517586067095908353,aloofloofredux,Fri Apr 22 19:28:08 +0000 2022,-122.3306025,47.614817,My mufos got a wee bump in 'relevance' or w/e. I Am Carles.
1517586090827259904,goddessbambi420,Fri Apr 22 19:28:14 +0000 2022,-122.630908,45.536402,Sometimes when I label read food and realize it’s not vegan.I look around to see if anyone is watching. Inside my h… https://t.co/DKUylUQRGD
1517586092609859584,sonyawh55919237,Fri Apr 22 19:28:14 +0000 2022,-123.42868250000001,48.1128715,@SOCALRE4U Seems to be the case
1517586095361298432,tmj_IDS_retail,Fri Apr 22 19:28:15 +0000 2022,-116.6999312,47.9501949,Looking to score a job at Dollar General? You're in luck. Click the link in our bio for the job description and inf… https://t.co/Gy7E1zyduI
1517586103561195520,john4ukraine,Fri Apr 22 19:28:17 +0000 2022,-122.64138750000001,45.3693065,"Yes , absolutely"
1517586137602138113,ra101,Fri Apr 22 19:28:25 +0000 2022,-122.755776,49.285458500000004,"Good thread re. armchair hindu ""activists"" blowing much ""hot air"" &amp; social media soap bubbles, but give neither tim… https://t.co/joztxJV7KG"
1517586138113839104,tmj_IDG_retail,Fri Apr 22 19:28:25 +0000 2022,-114.5613507,42.3986045,"This job is now open at Ulta Beauty in Twin Falls, ID. Follow us and turn on mobile alerts to hear about jobs like… https://t.co/7AEODirEd0"
1517586159081123840,MrBurks206,Fri Apr 22 19:28:30 +0000 2022,-122.334461,47.307568,@coreysampson04 That’s wild they slidin down Orcas right in my old hood!
1517586174767820800,IsisWise,Fri Apr 22 19:28:34 +0000 2022,-123.123581,49.257639,"Anaida Poilievre rarely shows up to her job at Parliament, and runs her lifestyle co. ‘Pretty &amp; Smart Co.’ She’s  a… https://t.co/sDwYg4Zjkk"
1517586177510965249,devilstumor,Fri Apr 22 19:28:34 +0000 2022,-122.3306025,47.614817,@MountVapeHelens Wait..is this the guy who racefaked like twice
1517586179331268608,sonyawh55919237,Fri Apr 22 19:28:35 +0000 2022,-123.42868250000001,48.1128715,@mentalcasemama That looks wonderful now I'm hungry
1517586251292889088,trillasupremacy,Fri Apr 22 19:28:52 +0000 2022,-122.0674015,48.018224000000004,YES. We’ve got one the legends composing the Kenobi soundtrack
